meter_id,dt_id,feeder_id,zone,sanctioned_load,tariff_type,lat,long
M01257,DT-425,FDR-007,Jayanagar,1.5,LT2-domestic,12.917141,77.515425
M01258,DT-425,FDR-007,Jayanagar,4.4,LT2-domestic,12.920179,77.514698
M01259,DT-425,FDR-007,Jayanagar,3.4,LT2-domestic,12.917429,77.513503
M01260,DT-425,FDR-007,Jayanagar,1.3,LT2-domestic,12.917529,77.51624
M01261,DT-425,FDR-007,Jayanagar,2.8,LT2-domestic,12.92091,77.51463
M01262,DT-425,FDR-007,Jayanagar,4.3,LT2-domestic,12.919248,77.516765
M01263,DT-425,FDR-007,Jayanagar,3.1,LT2-domestic,12.917973,77.514668
M01264,DT-425,FDR-007,Jayanagar,4.8,LT2-domestic,12.917863,77.515289
M01265,DT-425,FDR-007,Jayanagar,2.7,LT2-domestic,12.918616,77.516212
M01266,DT-425,FDR-007,Jayanagar,4.5,LT2-domestic,12.917211,77.515805
M01267,DT-425,FDR-007,Jayanagar,1.5,LT2-domestic,12.918263,77.514909
H81268,DT-425,FDR-007,Jayanagar,2.0,LT2-domestic,12.919066,77.516624
M01269,DT-425,FDR-007,Jayanagar,2.3,LT2-domestic,12.917827,77.517169
M01270,DT-425,FDR-007,Jayanagar,2.3,LT2-domestic,12.918455,77.516571
M01271,DT-425,FDR-007,Jayanagar,3.1,LT2-domestic,12.918929,77.516085
M01272,DT-425,FDR-007,Jayanagar,3.7,LT2-domestic,12.916124,77.514484
M01273,DT-425,FDR-007,Jayanagar,4.1,LT2-domestic,12.920055,77.515668
M01274,DT-425,FDR-007,Jayanagar,4.6,LT2-domestic,12.917947,77.51593
M01275,DT-425,FDR-007,Jayanagar,1.8,LT2-domestic,12.919053,77.514669
M01276,DT-425,FDR-007,Jayanagar,2.5,LT2-domestic,12.917335,77.515104
M01277,DT-425,FDR-007,Jayanagar,1.6,LT2-domestic,12.917721,77.51642
M01278,DT-425,FDR-007,Jayanagar,1.4,LT2-domestic,12.917231,77.516886
M01279,DT-425,FDR-007,Jayanagar,1.2,LT2-domestic,12.918101,77.515433
M01280,DT-425,FDR-007,Jayanagar,3.4,LT2-domestic,12.918301,77.515675
M01281,DT-425,FDR-007,Jayanagar,3.2,LT2-domestic,12.920052,77.514272
M01282,DT-425,FDR-007,Jayanagar,2.8,LT2-domestic,12.91897,77.514376
M01283,DT-425,FDR-007,Jayanagar,4.5,LT2-domestic,12.919229,77.515111
M01284,DT-425,FDR-007,Jayanagar,27.2,LT5-commercial,12.917799,77.515424
M01285,DT-425,FDR-007,Jayanagar,3.8,LT2-domestic,12.91874,77.516565
M01286,DT-425,FDR-007,Jayanagar,1.6,LT2-domestic,12.918342,77.514591
M01287,DT-425,FDR-007,Jayanagar,2.6,LT2-domestic,12.91864,77.515433
M01288,DT-425,FDR-007,Jayanagar,3.9,LT2-domestic,12.917881,77.515449
M01289,DT-425,FDR-007,Jayanagar,11.4,LT5-commercial,12.919072,77.515994
M01290,DT-425,FDR-007,Jayanagar,3.8,LT2-domestic,12.917761,77.51542
M01291,DT-425,FDR-007,Jayanagar,4.9,LT2-domestic,12.918205,77.515802
M01292,DT-425,FDR-007,Jayanagar,1.3,LT2-domestic,12.919144,77.515604
M01293,DT-425,FDR-007,Jayanagar,3.7,LT2-domestic,12.917733,77.515737
M01294,DT-425,FDR-007,Jayanagar,1.4,LT2-domestic,12.919633,77.515632
M01295,DT-425,FDR-007,Jayanagar,1.5,LT2-domestic,12.918612,77.515181
M01296,DT-425,FDR-007,Jayanagar,2.1,LT2-domestic,12.917512,77.514675
M01297,DT-425,FDR-007,Jayanagar,4.6,LT2-domestic,12.917926,77.516107
M01298,DT-425,FDR-007,Jayanagar,3.8,LT2-domestic,12.919197,77.516089
M01299,DT-425,FDR-007,Jayanagar,2.2,LT2-domestic,12.92026,77.515629
M01300,DT-426,FDR-007,Jayanagar,1.1,LT2-domestic,12.917856,77.536962
M01301,DT-426,FDR-007,Jayanagar,2.0,LT2-domestic,12.916301,77.537747
M01302,DT-426,FDR-007,Jayanagar,4.1,LT2-domestic,12.915599,77.538566
M01303,DT-426,FDR-007,Jayanagar,1.8,LT2-domestic,12.915749,77.540011
M01304,DT-426,FDR-007,Jayanagar,4.2,LT2-domestic,12.916439,77.5376
M01305,DT-426,FDR-007,Jayanagar,3.9,LT2-domestic,12.915995,77.53764
M01306,DT-426,FDR-007,Jayanagar,3.6,LT2-domestic,12.917314,77.537952
M01307,DT-426,FDR-007,Jayanagar,3.9,LT2-domestic,12.913821,77.538155
M01308,DT-426,FDR-007,Jayanagar,2.6,LT2-domestic,12.914974,77.538261
M01309,DT-426,FDR-007,Jayanagar,1.8,LT2-domestic,12.916159,77.537642
M01310,DT-426,FDR-007,Jayanagar,1.1,LT2-domestic,12.915428,77.539562
M01311,DT-426,FDR-007,Jayanagar,3.2,LT2-domestic,12.916615,77.537968
M01312,DT-426,FDR-007,Jayanagar,1.3,LT2-domestic,12.914863,77.53741
M01313,DT-426,FDR-007,Jayanagar,2.9,LT2-domestic,12.916577,77.538285
M01314,DT-426,FDR-007,Jayanagar,3.6,LT2-domestic,12.918277,77.537242
M01315,DT-426,FDR-007,Jayanagar,1.1,LT2-domestic,12.917706,77.540039
M01316,DT-426,FDR-007,Jayanagar,2.4,LT2-domestic,12.916933,77.53735
M01317,DT-426,FDR-007,Jayanagar,1.2,LT2-domestic,12.916267,77.537154
M01318,DT-426,FDR-007,Jayanagar,2.0,LT2-domestic,12.917101,77.539234
M01319,DT-426,FDR-007,Jayanagar,4.1,LT2-domestic,12.917534,77.537048
M01320,DT-426,FDR-007,Jayanagar,4.4,LT2-domestic,12.915076,77.536647
M01321,DT-426,FDR-007,Jayanagar,4.6,LT2-domestic,12.916225,77.537463
M01322,DT-426,FDR-007,Jayanagar,1.5,LT2-domestic,12.918171,77.537235
H81323,DT-426,FDR-007,Jayanagar,2.2,LT2-domestic,12.916165,77.539048
M01324,DT-426,FDR-007,Jayanagar,4.9,LT2-domestic,12.916547,77.538267
M01325,DT-426,FDR-007,Jayanagar,4.6,LT2-domestic,12.91566,77.536686
M01326,DT-426,FDR-007,Jayanagar,4.0,LT2-domestic,12.917556,77.537632
M01327,DT-426,FDR-007,Jayanagar,4.5,LT2-domestic,12.917259,77.537347
M01328,DT-426,FDR-007,Jayanagar,1.6,LT2-domestic,12.916596,77.535814
M01329,DT-426,FDR-007,Jayanagar,1.9,LT2-domestic,12.918095,77.539635
M01330,DT-426,FDR-007,Jayanagar,1.8,LT2-domestic,12.916907,77.539102
M01331,DT-426,FDR-007,Jayanagar,2.3,LT2-domestic,12.916817,77.537581
M01332,DT-426,FDR-007,Jayanagar,4.3,LT2-domestic,12.916834,77.539121
M01333,DT-426,FDR-007,Jayanagar,1.4,LT2-domestic,12.91515,77.540126
M01334,DT-426,FDR-007,Jayanagar,4.1,LT2-domestic,12.916139,77.536461
M01335,DT-426,FDR-007,Jayanagar,1.6,LT2-domestic,12.917255,77.538998
M01336,DT-426,FDR-007,Jayanagar,2.7,LT2-domestic,12.915783,77.538522
M01337,DT-426,FDR-007,Jayanagar,2.3,LT2-domestic,12.917874,77.538
M01338,DT-426,FDR-007,Jayanagar,4.4,LT2-domestic,12.914604,77.539422
M01339,DT-426,FDR-007,Jayanagar,4.8,LT2-domestic,12.917114,77.537274
M01340,DT-426,FDR-007,Jayanagar,3.4,LT2-domestic,12.914654,77.537487
M01341,DT-426,FDR-007,Jayanagar,1.4,LT2-domestic,12.916154,77.537295
M01342,DT-426,FDR-007,Jayanagar,3.5,LT2-domestic,12.915989,77.538304
M01343,DT-426,FDR-007,Jayanagar,2.7,LT2-domestic,12.916674,77.535446
M01344,DT-426,FDR-007,Jayanagar,4.2,LT2-domestic,12.917547,77.538079
M01345,DT-426,FDR-007,Jayanagar,3.1,LT2-domestic,12.915141,77.539936
M01346,DT-426,FDR-007,Jayanagar,4.3,LT2-domestic,12.916581,77.538539
M01347,DT-426,FDR-007,Jayanagar,4.3,LT2-domestic,12.915772,77.537132
M01348,DT-426,FDR-007,Jayanagar,1.2,LT2-domestic,12.917178,77.537858
M01349,DT-426,FDR-007,Jayanagar,4.9,LT2-domestic,12.915054,77.537907
M01350,DT-427,FDR-007,Jayanagar,3.6,LT2-domestic,12.896099,77.558758
M01351,DT-427,FDR-007,Jayanagar,3.9,LT2-domestic,12.896605,77.557019
M01352,DT-427,FDR-007,Jayanagar,3.1,LT2-domestic,12.895848,77.559573
M01353,DT-427,FDR-007,Jayanagar,1.5,LT2-domestic,12.893915,77.559015
M01354,DT-427,FDR-007,Jayanagar,1.7,LT2-domestic,12.894938,77.558359
M01355,DT-427,FDR-007,Jayanagar,2.3,LT2-domestic,12.89523,77.556176
M01356,DT-427,FDR-007,Jayanagar,2.9,LT2-domestic,12.89653,77.557982
M01357,DT-427,FDR-007,Jayanagar,2.4,LT2-domestic,12.895242,77.55791
M01358,DT-427,FDR-007,Jayanagar,2.3,LT2-domestic,12.89748,77.559854
M01359,DT-427,FDR-007,Jayanagar,3.1,LT2-domestic,12.895049,77.558829
M01360,DT-427,FDR-007,Jayanagar,4.5,LT2-domestic,12.895027,77.558459
M01361,DT-427,FDR-007,Jayanagar,3.5,LT2-domestic,12.894709,77.559047
M01362,DT-427,FDR-007,Jayanagar,2.5,LT2-domestic,12.896608,77.556619
M01363,DT-427,FDR-007,Jayanagar,48.3,LT5-commercial,12.894562,77.559112
M01364,DT-427,FDR-007,Jayanagar,2.7,LT2-domestic,12.895508,77.56008
M01365,DT-427,FDR-007,Jayanagar,1.3,LT2-domestic,12.896341,77.557906
M01366,DT-427,FDR-007,Jayanagar,3.6,LT2-domestic,12.894657,77.558693
M01367,DT-427,FDR-007,Jayanagar,4.4,LT2-domestic,12.896314,77.559614
M01368,DT-427,FDR-007,Jayanagar,47.8,LT5-commercial,12.894685,77.55905
M01369,DT-427,FDR-007,Jayanagar,3.9,LT2-domestic,12.896333,77.557095
M01370,DT-427,FDR-007,Jayanagar,4.1,LT2-domestic,12.894731,77.556908
M01371,DT-427,FDR-007,Jayanagar,4.6,LT2-domestic,12.89758,77.557127
M01372,DT-427,FDR-007,Jayanagar,4.6,LT2-domestic,12.895837,77.560341
M01373,DT-427,FDR-007,Jayanagar,2.7,LT2-domestic,12.89475,77.557335
M01374,DT-427,FDR-007,Jayanagar,2.2,LT2-domestic,12.896155,77.558419
M01375,DT-427,FDR-007,Jayanagar,4.6,LT2-domestic,12.895066,77.556635
M01376,DT-427,FDR-007,Jayanagar,3.7,LT2-domestic,12.8952,77.55622
M01377,DT-427,FDR-007,Jayanagar,1.0,LT2-domestic,12.894968,77.556134
M01378,DT-427,FDR-007,Jayanagar,4.6,LT2-domestic,12.895286,77.55863
M01379,DT-427,FDR-007,Jayanagar,2.1,LT2-domestic,12.897584,77.559104
M01380,DT-427,FDR-007,Jayanagar,3.6,LT2-domestic,12.896421,77.557502
M01381,DT-427,FDR-007,Jayanagar,4.3,LT2-domestic,12.897543,77.557648
M01382,DT-427,FDR-007,Jayanagar,1.8,LT2-domestic,12.895823,77.558597
M01383,DT-427,FDR-007,Jayanagar,4.4,LT2-domestic,12.896068,77.557879
M01384,DT-427,FDR-007,Jayanagar,1.5,LT2-domestic,12.896133,77.556928
M01385,DT-427,FDR-007,Jayanagar,4.8,LT2-domestic,12.893388,77.55836
M01386,DT-427,FDR-007,Jayanagar,2.9,LT2-domestic,12.895759,77.559903
M01387,DT-427,FDR-007,Jayanagar,4.1,LT2-domestic,12.894302,77.558004
M01388,DT-427,FDR-007,Jayanagar,2.3,LT2-domestic,12.895869,77.557614
M01389,DT-427,FDR-007,Jayanagar,1.6,LT2-domestic,12.895546,77.559725
M01390,DT-427,FDR-007,Jayanagar,4.1,LT2-domestic,12.895964,77.559033
M01391,DT-427,FDR-007,Jayanagar,1.7,LT2-domestic,12.896285,77.559212
M01392,DT-427,FDR-007,Jayanagar,3.5,LT2-domestic,12.895639,77.558038
M01393,DT-427,FDR-007,Jayanagar,3.2,LT2-domestic,12.895546,77.558404
M01394,DT-427,FDR-007,Jayanagar,4.3,LT2-domestic,12.896235,77.559189
M01395,DT-427,FDR-007,Jayanagar,3.2,LT2-domestic,12.895279,77.558818
M01396,DT-427,FDR-007,Jayanagar,2.5,LT2-domestic,12.897431,77.558998
M01397,DT-427,FDR-007,Jayanagar,1.0,LT2-domestic,12.896142,77.556757
M01398,DT-427,FDR-007,Jayanagar,3.1,LT2-domestic,12.89447,77.559422
M01399,DT-427,FDR-007,Jayanagar,3.2,LT2-domestic,12.89537,77.557937
H81400,DT-428,FDR-008,Jayanagar,3.3,LT2-domestic,12.864572,77.56428
M01401,DT-428,FDR-008,Jayanagar,1.5,LT2-domestic,12.863657,77.56439
M01402,DT-428,FDR-008,Jayanagar,2.6,LT2-domestic,12.864107,77.563549
M01403,DT-428,FDR-008,Jayanagar,1.0,LT2-domestic,12.865763,77.564665
M01404,DT-428,FDR-008,Jayanagar,3.8,LT2-domestic,12.867143,77.564344
M01405,DT-428,FDR-008,Jayanagar,4.7,LT2-domestic,12.864094,77.564778
M01406,DT-428,FDR-008,Jayanagar,3.3,LT2-domestic,12.867199,77.561989
M01407,DT-428,FDR-008,Jayanagar,3.1,LT2-domestic,12.865699,77.56484
M01408,DT-428,FDR-008,Jayanagar,1.8,LT2-domestic,12.865192,77.563237
M01409,DT-428,FDR-008,Jayanagar,1.1,LT2-domestic,12.864258,77.562472
M01410,DT-428,FDR-008,Jayanagar,2.5,LT2-domestic,12.864699,77.563533
M01411,DT-428,FDR-008,Jayanagar,3.0,LT2-domestic,12.865667,77.562858
M01412,DT-428,FDR-008,Jayanagar,1.6,LT2-domestic,12.866541,77.564209
M01413,DT-428,FDR-008,Jayanagar,1.2,LT2-domestic,12.864163,77.561558
M01414,DT-428,FDR-008,Jayanagar,4.2,LT2-domestic,12.8678,77.562737
M01415,DT-428,FDR-008,Jayanagar,4.2,LT2-domestic,12.863309,77.564764
M01416,DT-428,FDR-008,Jayanagar,1.3,LT2-domestic,12.865936,77.564308
M01417,DT-428,FDR-008,Jayanagar,4.9,LT2-domestic,12.866517,77.564535
M01418,DT-428,FDR-008,Jayanagar,2.7,LT2-domestic,12.86359,77.564997
M01419,DT-428,FDR-008,Jayanagar,2.3,LT2-domestic,12.865025,77.565508
M01420,DT-428,FDR-008,Jayanagar,1.8,LT2-domestic,12.865714,77.563585
M01421,DT-428,FDR-008,Jayanagar,3.7,LT2-domestic,12.863073,77.56496
M01422,DT-428,FDR-008,Jayanagar,2.7,LT2-domestic,12.865241,77.56324
M01423,DT-428,FDR-008,Jayanagar,4.2,LT2-domestic,12.863778,77.562446
M01424,DT-428,FDR-008,Jayanagar,1.1,LT2-domestic,12.864873,77.563881
M01425,DT-428,FDR-008,Jayanagar,3.3,LT2-domestic,12.866551,77.563945
M01426,DT-428,FDR-008,Jayanagar,3.3,LT2-domestic,12.865496,77.561892
M01427,DT-428,FDR-008,Jayanagar,3.8,LT2-domestic,12.865543,77.56314
M01428,DT-428,FDR-008,Jayanagar,4.7,LT2-domestic,12.86623,77.56246
M01429,DT-428,FDR-008,Jayanagar,4.3,LT2-domestic,12.867128,77.564018
M01430,DT-428,FDR-008,Jayanagar,2.2,LT2-domestic,12.866379,77.562683
M01431,DT-428,FDR-008,Jayanagar,3.8,LT2-domestic,12.863665,77.56371
M01432,DT-428,FDR-008,Jayanagar,1.3,LT2-domestic,12.863612,77.562615
M01433,DT-428,FDR-008,Jayanagar,2.1,LT2-domestic,12.864357,77.562534
M01434,DT-428,FDR-008,Jayanagar,5.0,LT2-domestic,12.865636,77.564832
M01435,DT-428,FDR-008,Jayanagar,4.6,LT2-domestic,12.864846,77.561849
M01436,DT-428,FDR-008,Jayanagar,4.6,LT2-domestic,12.865718,77.563697
M01437,DT-428,FDR-008,Jayanagar,4.3,LT2-domestic,12.864574,77.56277
M01438,DT-428,FDR-008,Jayanagar,4.8,LT2-domestic,12.866047,77.562033
M01439,DT-428,FDR-008,Jayanagar,2.6,LT2-domestic,12.864061,77.563497
M01440,DT-428,FDR-008,Jayanagar,3.1,LT2-domestic,12.86563,77.564673
M01441,DT-428,FDR-008,Jayanagar,3.5,LT2-domestic,12.86385,77.564822
M01442,DT-428,FDR-008,Jayanagar,2.7,LT2-domestic,12.864678,77.564897
M01443,DT-428,FDR-008,Jayanagar,2.9,LT2-domestic,12.866091,77.561385
M01444,DT-428,FDR-008,Jayanagar,1.5,LT2-domestic,12.866418,77.565762
M01445,DT-428,FDR-008,Jayanagar,4.1,LT2-domestic,12.866319,77.563107
M01446,DT-428,FDR-008,Jayanagar,25.3,LT5-commercial,12.867039,77.56303
M01447,DT-428,FDR-008,Jayanagar,4.1,LT2-domestic,12.866008,77.564211
M01448,DT-428,FDR-008,Jayanagar,2.1,LT2-domestic,12.86591,77.56593
M01449,DT-428,FDR-008,Jayanagar,3.0,LT2-domestic,12.865349,77.561948
M01450,DT-429,FDR-008,Jayanagar,1.6,LT2-domestic,12.861931,77.586252
H81451,DT-429,FDR-008,Jayanagar,3.3,LT2-domestic,12.862502,77.585767
M01452,DT-429,FDR-008,Jayanagar,4.4,LT2-domestic,12.864145,77.587551
M01453,DT-429,FDR-008,Jayanagar,3.1,LT2-domestic,12.86156,77.587231
M01454,DT-429,FDR-008,Jayanagar,3.0,LT2-domestic,12.861932,77.586299
M01455,DT-429,FDR-008,Jayanagar,3.5,LT2-domestic,12.860927,77.586469
M01456,DT-429,FDR-008,Jayanagar,2.9,LT2-domestic,12.863379,77.587113
M01457,DT-429,FDR-008,Jayanagar,3.6,LT2-domestic,12.865185,77.585455
M01458,DT-429,FDR-008,Jayanagar,2.5,LT2-domestic,12.862423,77.585557
M01459,DT-429,FDR-008,Jayanagar,3.1,LT2-domestic,12.863368,77.586655
M01460,DT-429,FDR-008,Jayanagar,4.1,LT2-domestic,12.862416,77.586188
M01461,DT-429,FDR-008,Jayanagar,1.4,LT2-domestic,12.863604,77.587535
M01462,DT-429,FDR-008,Jayanagar,4.9,LT2-domestic,12.864014,77.586595
M01463,DT-429,FDR-008,Jayanagar,3.3,LT2-domestic,12.863095,77.587152
M01464,DT-429,FDR-008,Jayanagar,3.6,LT2-domestic,12.864395,77.586998
M01465,DT-429,FDR-008,Jayanagar,2.7,LT2-domestic,12.865185,77.585985
M01466,DT-429,FDR-008,Jayanagar,1.3,LT2-domestic,12.861731,77.58533
M01467,DT-429,FDR-008,Jayanagar,3.3,LT2-domestic,12.862215,77.586233
M01468,DT-429,FDR-008,Jayanagar,1.7,LT2-domestic,12.863055,77.586182
M01469,DT-429,FDR-008,Jayanagar,2.1,LT2-domestic,12.863252,77.58821
M01470,DT-429,FDR-008,Jayanagar,4.9,LT2-domestic,12.861973,77.586014
M01471,DT-429,FDR-008,Jayanagar,1.2,LT2-domestic,12.863494,77.585409
M01472,DT-429,FDR-008,Jayanagar,1.3,LT2-domestic,12.863307,77.586081
M01473,DT-429,FDR-008,Jayanagar,3.3,LT2-domestic,12.8629,77.586695
M01474,DT-429,FDR-008,Jayanagar,4.7,LT2-domestic,12.861062,77.586541
M01475,DT-429,FDR-008,Jayanagar,2.6,LT2-domestic,12.863359,77.586882
M01476,DT-429,FDR-008,Jayanagar,2.7,LT2-domestic,12.863469,77.586569
M01477,DT-429,FDR-008,Jayanagar,1.4,LT2-domestic,12.862614,77.586614
M01478,DT-429,FDR-008,Jayanagar,2.9,LT2-domestic,12.863205,77.585164
M01479,DT-429,FDR-008,Jayanagar,3.2,LT2-domestic,12.863696,77.586183
M01480,DT-429,FDR-008,Jayanagar,3.6,LT2-domestic,12.861977,77.586973
M01481,DT-429,FDR-008,Jayanagar,4.5,LT2-domestic,12.86223,77.585925
M01482,DT-429,FDR-008,Jayanagar,1.5,LT2-domestic,12.863688,77.586357
M01483,DT-429,FDR-008,Jayanagar,2.0,LT2-domestic,12.863753,77.586128
H81484,DT-429,FDR-008,Jayanagar,3.5,LT2-domestic,12.861931,77.587196
M01485,DT-429,FDR-008,Jayanagar,3.9,LT2-domestic,12.864522,77.58706
M01486,DT-429,FDR-008,Jayanagar,1.5,LT2-domestic,12.862116,77.586093
M01487,DT-429,FDR-008,Jayanagar,2.6,LT2-domestic,12.863702,77.585591
M01488,DT-429,FDR-008,Jayanagar,14.3,LT5-commercial,12.86331,77.585899
M01489,DT-429,FDR-008,Jayanagar,4.0,LT2-domestic,12.86207,77.586473
M01490,DT-429,FDR-008,Jayanagar,3.4,LT2-domestic,12.861034,77.585653
M01491,DT-429,FDR-008,Jayanagar,3.6,LT2-domestic,12.861847,77.586372
M01492,DT-429,FDR-008,Jayanagar,4.7,LT2-domestic,12.861866,77.586558
M01493,DT-429,FDR-008,Jayanagar,4.3,LT2-domestic,12.861569,77.586902
M01494,DT-429,FDR-008,Jayanagar,1.1,LT2-domestic,12.862722,77.585997
M01495,DT-429,FDR-008,Jayanagar,3.9,LT2-domestic,12.862422,77.58611
M01496,DT-429,FDR-008,Jayanagar,2.3,LT2-domestic,12.862203,77.585183
M01497,DT-429,FDR-008,Jayanagar,32.4,LT5-commercial,12.862784,77.586535
M01498,DT-429,FDR-008,Jayanagar,4.7,LT2-domestic,12.864335,77.586992
M01499,DT-429,FDR-008,Jayanagar,4.8,LT2-domestic,12.862775,77.586053
M01500,DT-430,FDR-008,Jayanagar,4.1,LT2-domestic,12.884047,77.603293
M01501,DT-430,FDR-008,Jayanagar,3.1,LT2-domestic,12.88304,77.604789
M01502,DT-430,FDR-008,Jayanagar,1.1,LT2-domestic,12.883382,77.605351
M01503,DT-430,FDR-008,Jayanagar,4.3,LT2-domestic,12.883957,77.606274
H81504,DT-430,FDR-008,Jayanagar,4.2,LT2-domestic,12.884525,77.606639
M01505,DT-430,FDR-008,Jayanagar,3.7,LT2-domestic,12.88106,77.605659
M01506,DT-430,FDR-008,Jayanagar,3.9,LT2-domestic,12.883714,77.603584
M01507,DT-430,FDR-008,Jayanagar,2.7,LT2-domestic,12.882456,77.604333
M01508,DT-430,FDR-008,Jayanagar,1.6,LT2-domestic,12.883649,77.606652
M01509,DT-430,FDR-008,Jayanagar,3.5,LT2-domestic,12.88281,77.606469
M01510,DT-430,FDR-008,Jayanagar,1.8,LT2-domestic,12.883958,77.604601
M01511,DT-430,FDR-008,Jayanagar,3.5,LT2-domestic,12.88288,77.605062
M01512,DT-430,FDR-008,Jayanagar,1.5,LT2-domestic,12.883273,77.605216
M01513,DT-430,FDR-008,Jayanagar,3.8,LT2-domestic,12.882688,77.607194
M01514,DT-430,FDR-008,Jayanagar,3.8,LT2-domestic,12.883751,77.605446
M01515,DT-430,FDR-008,Jayanagar,1.6,LT2-domestic,12.883102,77.607947
M01516,DT-430,FDR-008,Jayanagar,1.8,LT2-domestic,12.882478,77.606365
M01517,DT-430,FDR-008,Jayanagar,2.5,LT2-domestic,12.881973,77.604767
M01518,DT-430,FDR-008,Jayanagar,2.7,LT2-domestic,12.884997,77.605244
M01519,DT-430,FDR-008,Jayanagar,4.1,LT2-domestic,12.883629,77.604292
M01520,DT-430,FDR-008,Jayanagar,4.6,LT2-domestic,12.883253,77.604444
M01521,DT-430,FDR-008,Jayanagar,4.0,LT2-domestic,12.882488,77.60566
M01522,DT-430,FDR-008,Jayanagar,2.6,LT2-domestic,12.883502,77.60543
M01523,DT-430,FDR-008,Jayanagar,1.7,LT2-domestic,12.88329,77.605548
M01524,DT-430,FDR-008,Jayanagar,1.8,LT2-domestic,12.885109,77.604079
M01525,DT-430,FDR-008,Jayanagar,1.9,LT2-domestic,12.884083,77.604979
M01526,DT-430,FDR-008,Jayanagar,5.0,LT2-domestic,12.882461,77.604982
M01527,DT-430,FDR-008,Jayanagar,4.2,LT2-domestic,12.882468,77.605641
M01528,DT-430,FDR-008,Jayanagar,4.8,LT2-domestic,12.883524,77.604743
M01529,DT-430,FDR-008,Jayanagar,2.7,LT2-domestic,12.881883,77.605711
M01530,DT-430,FDR-008,Jayanagar,37.5,LT5-commercial,12.88327,77.60599
M01531,DT-430,FDR-008,Jayanagar,30.9,LT5-commercial,12.883733,77.605154
H81532,DT-430,FDR-008,Jayanagar,4.9,LT2-domestic,12.883539,77.606889
M01533,DT-430,FDR-008,Jayanagar,4.8,LT2-domestic,12.883246,77.60422
H81534,DT-430,FDR-008,Jayanagar,3.2,LT2-domestic,12.884738,77.605389
M01535,DT-430,FDR-008,Jayanagar,3.7,LT2-domestic,12.882969,77.604571
M01536,DT-430,FDR-008,Jayanagar,2.4,LT2-domestic,12.881586,77.605973
M01537,DT-430,FDR-008,Jayanagar,1.5,LT2-domestic,12.884266,77.605841
M01538,DT-430,FDR-008,Jayanagar,4.7,LT2-domestic,12.884845,77.604764
M01539,DT-430,FDR-008,Jayanagar,3.1,LT2-domestic,12.883043,77.606652
M01540,DT-430,FDR-008,Jayanagar,1.2,LT2-domestic,12.882067,77.605644
M01541,DT-430,FDR-008,Jayanagar,4.9,LT2-domestic,12.885923,77.606737
M01542,DT-430,FDR-008,Jayanagar,4.6,LT2-domestic,12.881845,77.606359
M01543,DT-430,FDR-008,Jayanagar,2.2,LT2-domestic,12.884435,77.605432
M01544,DT-430,FDR-008,Jayanagar,4.2,LT2-domestic,12.882963,77.605229
M01545,DT-430,FDR-008,Jayanagar,4.0,LT2-domestic,12.881289,77.606843
M01546,DT-430,FDR-008,Jayanagar,3.9,LT2-domestic,12.880614,77.604956
M01547,DT-430,FDR-008,Jayanagar,2.7,LT2-domestic,12.883046,77.606405
M01548,DT-430,FDR-008,Jayanagar,2.3,LT2-domestic,12.88224,77.604852
M01549,DT-430,FDR-008,Jayanagar,4.4,LT2-domestic,12.883865,77.605132
M01550,DT-431,FDR-008,Jayanagar,4.2,LT2-domestic,12.911503,77.627996
M01551,DT-431,FDR-008,Jayanagar,2.3,LT2-domestic,12.90802,77.627744
M01552,DT-431,FDR-008,Jayanagar,2.6,LT2-domestic,12.908955,77.62793
M01553,DT-431,FDR-008,Jayanagar,4.4,LT2-domestic,12.910309,77.624877
M01554,DT-431,FDR-008,Jayanagar,4.8,LT2-domestic,12.91082,77.628499
M01555,DT-431,FDR-008,Jayanagar,3.8,LT2-domestic,12.909563,77.627403
M01556,DT-431,FDR-008,Jayanagar,3.5,LT2-domestic,12.909606,77.627111
M01557,DT-431,FDR-008,Jayanagar,1.5,LT2-domestic,12.910415,77.625274
M01558,DT-431,FDR-008,Jayanagar,4.5,LT2-domestic,12.909985,77.62856
M01559,DT-431,FDR-008,Jayanagar,1.3,LT2-domestic,12.90885,77.62573
M01560,DT-431,FDR-008,Jayanagar,3.5,LT2-domestic,12.909775,77.626397
M01561,DT-431,FDR-008,Jayanagar,4.6,LT2-domestic,12.910662,77.627784
M01562,DT-431,FDR-008,Jayanagar,3.7,LT2-domestic,12.909471,77.626945
M01563,DT-431,FDR-008,Jayanagar,4.3,LT2-domestic,12.910393,77.628877
M01564,DT-431,FDR-008,Jayanagar,1.8,LT2-domestic,12.909329,77.627222
M01565,DT-431,FDR-008,Jayanagar,1.5,LT2-domestic,12.90917,77.625282
M01566,DT-431,FDR-008,Jayanagar,1.5,LT2-domestic,12.910082,77.626532
M01567,DT-431,FDR-008,Jayanagar,3.3,LT2-domestic,12.907333,77.628831
M01568,DT-431,FDR-008,Jayanagar,4.9,LT2-domestic,12.908812,77.627505
M01569,DT-431,FDR-008,Jayanagar,3.4,LT2-domestic,12.910164,77.627198
M01570,DT-431,FDR-008,Jayanagar,4.5,LT2-domestic,12.91112,77.627978
M01571,DT-431,FDR-008,Jayanagar,1.6,LT2-domestic,12.909221,77.627284
M01572,DT-431,FDR-008,Jayanagar,2.2,LT2-domestic,12.909631,77.626416
M01573,DT-431,FDR-008,Jayanagar,4.4,LT2-domestic,12.909508,77.626503
